Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
14,D05,C1_CONTROL_F1_B7,3,30,F1,1,A,B,7,C1,CONTROL,,4,
14,D06,D1_CONTROL_C1_D3,3,27,C1,2,E,D,3,D1,CONTROL,,4,
14,D07,F1_CONTROL_LAST_B312,,,APO,,,LAST,B.312,F1,CONTROL,,4,
14,D08,G3_CONTROL_D1_E35,3,31,D1,2,C,E,35,G3,CONTROL,,4,
14,D09,167ALL_C1,3,30,ALL,3,D,M,15,C1,ALL,167,4,B
14,D10,167ALL_D1,3,30,ALL,3,D,M,15,D1,ALL,167,4,B
14,D11,167ALL_F1,3,30,ALL,3,D,M,15,F1,ALL,167,4,B
14,D12,167ALL_G3,3,30,ALL,3,D,M,15,G3,ALL,167,4,B
14,E01,C1_CONTROL_D1_D13,3,27,D1,3,C,D,13,C1,CONTROL,,4,B
14,E02,66ALL_D1,7,31,ALL,2,D,L,35,D1,ALL,66,2,
14,E03,64ALL_F1,7,31,ALL,2,E,K,35,F1,ALL,64,2,
14,E04,D1_CONTROL_F1_H16,7,,F1,,,H,16,G3,CONTROL,,4,B.312
14,E05,C1_CONTROL_F1_D19,3,27,F1,1,E,D,19,C1,CONTROL,,4,
14,E06,D1_CONTROL_C1_D4,3,27,C1,3,E,D,4,D1,CONTROL,,4,
14,E07,F1_CONTROL_C1_D2,3,27,C1,2,E,D,2,F1,CONTROL,,4,
14,E08,G3_CONTROL_D1_F2,3,30,D1,2,C,F,2,G3,CONTROL,,4,
14,E09,168ALL_C1,7,30,ALL,3,A,N,47,C1,ALL,168,4,B280
14,E10,168ALL_D1,7,30,ALL,3,A,N,47,D1,ALL,168,4,B280
14,E11,168ALL_F1,7,30,ALL,3,A,N,47,F1,ALL,168,4,B280
14,E12,168ALL_G3,7,30,ALL,3,A,N,47,G3,ALL,168,4,B280
14,F01,C1_CONTROL_LAST_B313,,,,,,LAST,,C1,CONTROL,,4,B.313
14,F02,D1_CONTROL_C1_P5,3,31,,1,B,P,5,D1,CONTROL,,4,
14,F03,66ALL_F1,7,31,ALL,2,D,L,35,F1,ALL,66,3,
14,F04,D1_CONTROL_F1_H17,7,,F1,,,H,17,G3,CONTROL,,4,D43
14,F05,C1_CONTROL_F1_D17,3,27,F1,1,C,D,17,C1,CONTROL,,4,
14,F06,D1_CONTROL_C1_D5,3,27,C1,3,D,D,5,D1,CONTROL,,4,
14,F07,F1_CONTROL_C1_D36,3,30,C1,1,D,D,36,F1,CONTROL,,4,
14,F08,G3_CONTROL_D1_G2,3,30,D1,2,E,G,2,G3,CONTROL,,4,
14,F09,169ALL_C1,3,27,ALL,3,H,M,2,C1,ALL,169,4,
14,F10,169ALL_D1,3,27,ALL,3,C,M,2,D1,ALL,169,4,
14,F11,169ALL_F1,3,27,ALL,3,H,M,2,F1,ALL,169,4,
14,F12,169ALL_G3,3,27,ALL,3,H,M,2,G3,ALL,169,4,
14,G01,C1_CONTROL_LAST_B314,,,APO,,,LAST,,C1,CONTROL,,4,B.314
14,G02,D1_CONTROL_C1_D42,3,30,C1,3,D,D,42,D1,CONTROL,,4,
14,G03,F1_CONTROL_C1_D35,3,30,C1,1,C,D,35,F1,CONTROL,,4,
14,G04,G3_CONTROL_F1_E45,3,31,F1,1,E,E,45,G3,CONTROL,,4,
14,G05,C1_CONTROL_G3_E9,3,30,G3,1,E,E,9,C1,CONTROL,,4,
14,G06,D1_CONTROL_F1_D20,3,27,F1,2,C,D,20,D1,CONTROL,,4,
14,G07,F1_CONTROL_C1_D37,3,30,C1,1,E,D,37,F1,CONTROL,,4,
14,G08,G3_CONTROL_G1_F4,3,30,F1,1,B,F,4,G3,CONTROL,,4,
14,G09,C1C_1,,,C1,,,,,C1,CopyNumber,,4,
14,G10,D1_CONTROL,3,27,G3,1,D,D,26,D1,CONTROL,,4,
14,G11,F1_CONTROL,3,27,G3,2,D,D,30,F1,CONTROL,,4,
14,G12,G3_CONTROL,3,31,C1,3,E,E,29,G3,CONTROL,,4,
14,H01,C1_CONTROL_LAST_B315,,,APO,,,LAST,,C1,CONTROL,,4,B.315
14,H02,D1_CONTROL_C1_D43,3,30,C1,3,E,D,43,D1,CONTROL,,4,
14,H03,F1_CONTROL_D1_D14,3,27,D1,3,D,D,14,F1,CONTROL,,4,
14,H04,G3_CONTROL_F1_E47,3,31,F1,2,C,E,47,G3,CONTROL,,4,
14,H05,C1_CONTROL_G3_D28,3,27,G3,1,E,D,28,C1,CONTROL,,4,
14,H06,D1_CONTROL_F1_D21,3,27,F1,2,D,D,21,D1,CONTROL,,4,
14,H07,F1_CONTROL_D1_E37,3,31,D1,2,E,E,37,F1,CONTROL,,4,
14,H08,G3_CONTROL_F1_F5,3,30,F1,1,D,F,5,G3,CONTROL,,4,
14,H09,NTC_C1,,,C1,,,,,C1,NTC,,4,
14,H10,NTC_D1,,,D1,,,,,D1,NTC,,4,
14,H11,NTC_F1,,,F1,,,,,F1,NTC,,4,
14,H12,NTC_G3,,,G3,,,,,G3,NTC,,4,
