Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,19ALL_C1,C1,7.09110450744629,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,141.822082519531,,,8.87990951538086,5.56170558929443,11815,71,11744,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,14785.504318882,6272.03487319323,6323.19495196122,,,,,7.96536684036255,6.28366041183472,,,,,,,,,,,,
A02,20ALL_D1,D1,4.38083028793335,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,87.6166076660156,,,5.88952732086182,3.15573120117188,10762,40,10722,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20183.7335449219,7115.72068527327,7164.29163067246,,,,,5.10940980911255,3.72529649734497,,,,,,,,,,,,
A03,106ALL_F1,F1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.317927688360214,0,11088,0,11088,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,0,11660.6227825655,11660.6227825655,,,,,0.145264029502869,0,,,,,,,,,,,,
A04,20ALL_G3,G3,12.4249544143677,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,248.499084472656,,,14.6228437423706,10.231162071228,11708,123,11585,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,19359.5257240854,6859.21676130233,6990.5404717928,,,,,13.5458126068115,11.3051614761353,,,,,,,,,,,,
A05,C1_CONTROL_D1_E5,C1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.291985690593719,0,12073,0,12073,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,0,5489.62202117296,5489.62202117294,,,,,0.133411705493927,0,,,,,,,,,,,,
A06,D1_CONTROL_F1_E1,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.307606190443039,0,11460,0,11460,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,0,7585.12119264187,7585.12119264187,,,,,0.140548378229141,0,,,,,,,,,,,,
A07,F1_CONTROL_D1_D15,F1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.306269735097885,0,11510,0,11510,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,0,11866.6381561889,11866.6381561889,,,,,0.139937788248062,0,,,,,,,,,,,,
A08,G3_CONTROL_C1_D38,G3,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.310943961143494,0,11337,0,11337,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,0,6691.12062222287,6691.12062222285,,,,,0.142073333263397,0,,,,,,,,,,,,
A09,164ALL_C1,C1,0.11248941719532,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2.24978828430176,,,0.537346482276917,0.00472433911636472,10459,1,10458,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,15633.0947265625,8021.44926744739,8022.17702779342,,,,,0.280006110668182,0.0304835699498653,,,,,,,,,,,,
A10,164ALL_D1,D1,0.787049651145935,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,15.7409934997559,,,1.53320908546448,0.334319353103638,10467,7,10460,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20414.3892299107,8843.21702412884,8850.95545973034,,,,,1.12586808204651,0.524228990077972,,,,,,,,,,,,
