Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
9,A01,71ALL_C1,7,30,ALL,1,C,L,14,C1,ALL,71,4,
9,A02,71ALL_D1,7,30,ALL,1,C,L,14,D1,ALL,71,4,
9,A03,71ALL_F1,7,30,ALL,1,C,L,14,F1,ALL,71,4,
9,A04,71ALL_G3,7,30,ALL,1,C,L,14,G3,ALL,71,4,
9,A05,79ALL_F1,7,31,ALL,1,D,K,32,F1,ALL,79,4,
9,A06,79ALL_D1,7,31,ALL,1,D,K,32,D1,ALL,79,4,
9,A07,79ALL_G3,7,31,ALL,1,D,K,32,G3,ALL,79,4,
9,A08,79ALL_C1,7,31,ALL,1,D,K,32,C1,ALL,79,4,
9,A09,87ALL_G3,14,30,ALL,1,D,P,19,G3,ALL,87,4,
9,A10,87ALL_C1,14,30,ALL,1,D,P,19,C1,ALL,87,4,
9,A11,87ALL_F1,14,30,ALL,1,D,P,19,F1,ALL,87,4,
9,A12,87ALL_D1,14,30,ALL,1,D,P,19,D1,ALL,87,4,
9,B01,72ALL_C1,7,27,ALL,1,C,I,26,C1,ALL,72,4,
9,B02,72ALL_D1,7,27,ALL,1,C,I,26,D1,ALL,72,4,
9,B03,72ALL_F1,7,27,ALL,1,C,I,26,F1,ALL,72,4,
9,B04,72ALL_G3,7,27,ALL,1,C,I,26,G3,ALL,72,4,
9,B05,80ALL_F1,7,30,ALL,1,D,K,14,F1,ALL,80,4,
9,B06,80ALL_D1,7,30,ALL,1,D,K,14,D1,ALL,80,4,
9,B07,80ALL_G3,7,30,ALL,1,D,K,14,G3,ALL,80,4,
9,B08,80ALL_C1,7,30,ALL,1,D,K,14,C1,ALL,80,4,
9,B09,88ALL_G3,14,30,ALL,2,A,P,20,G3,ALL,88,4,
9,B10,88ALL_C1,14,30,ALL,2,A,P,20,C1,ALL,88,4,
9,B11,88ALL_F1,14,30,ALL,2,A,P,20,F1,ALL,88,4,
9,B12,88ALL_D1,14,30,ALL,2,A,P,20,D1,ALL,88,4,
9,C01,73ALL_C1,3,30,ALL,3,C,J,38,C1,ALL,73,4,
9,C02,73ALL_D1,3,30,ALL,3,C,J,38,D1,ALL,73,4,
9,C03,73ALL_F1,3,30,ALL,3,C,J,38,F1,ALL,73,4,
9,C04,73ALL_G3,3,30,ALL,3,C,J,38,G3,ALL,73,4,
9,C05,81ALL_F1,7,30,ALL,1,E,L,15,F1,ALL,81,4,
9,C06,81ALL_D1,7,30,ALL,1,E,L,15,D1,ALL,81,4,
9,C07,81ALL_G3,7,30,ALL,1,E,L,15,G3,ALL,81,4,
9,C08,81ALL_C1,7,30,ALL,1,E,L,15,C1,ALL,81,4,
9,C09,89ALL_G3,14,30,ALL,2,C,P,21,G3,ALL,89,4,
9,C10,89ALL_C1,14,30,ALL,2,C,P,21,C1,ALL,89,4,
9,C11,89ALL_F1,14,30,ALL,2,C,P,21,F1,ALL,89,4,
9,C12,89ALL_D1,14,30,ALL,2,C,P,21,D1,ALL,89,4,
9,D01,74ALL_C1,3,30,ALL,3,D,J,39,C1,ALL,74,4,
9,D02,74ALL_D1,3,30,ALL,3,D,J,39,D1,ALL,74,4,
9,D03,74ALL_F1,3,30,ALL,3,D,J,39,F1,ALL,74,4,
9,D04,74ALL_G3,3,30,ALL,3,D,J,39,G3,ALL,74,4,
9,D05,82ALL_F1,7,30,ALL,2,D,L,17,F1,ALL,82,4,
9,D06,82ALL_D1,7,30,ALL,2,D,L,17,D1,ALL,82,4,
9,D07,82ALL_G3,7,30,ALL,2,D,L,17,G3,ALL,82,4,
9,D08,82ALL_C1,7,30,ALL,2,D,L,17,C1,ALL,82,4,
9,D09,90ALL_G3,14,30,ALL,2,E,P,22,G3,ALL,90,4,
9,D10,90ALL_C1,14,30,ALL,2,E,P,22,C1,ALL,90,4,
9,D11,90ALL_F1,14,30,ALL,2,E,P,22,F1,ALL,90,4,
9,D12,90ALL_D1,14,30,ALL,2,E,P,22,D1,ALL,90,4,
9,E01,75ALL_C1,3,30,ALL,3,E,J,40,C1,ALL,75,4,
9,E02,75ALL_D1,3,30,ALL,3,E,J,40,D1,ALL,75,4,
9,E03,75ALL_F1,3,30,ALL,3,E,J,40,F1,ALL,75,4,
9,E04,75ALL_G3,3,30,ALL,3,E,J,40,G3,ALL,75,4,
9,E05,83ALL_F1,7,31,ALL,1,C,L,32,F1,ALL,83,4,
9,E06,83ALL_D1,7,31,ALL,1,C,L,32,D1,ALL,83,4,
9,E07,83ALL_G3,7,31,ALL,1,C,L,32,G3,ALL,83,4,
9,E08,83ALL_C1,7,31,ALL,1,C,L,32,C1,ALL,83,4,
9,E09,91ALL_G3,14,30,ALL,3,B,P,23,G3,ALL,91,4,
9,E10,91ALL_C1,14,30,ALL,3,B,P,23,C1,ALL,91,4,
9,E11,91ALL_F1,14,30,ALL,3,B,P,23,F1,ALL,91,4,
9,E12,91ALL_D1,14,30,ALL,3,B,P,23,D1,ALL,91,4,
9,F01,76ALL_C1,3,31,ALL,2,E,J,46,C1,ALL,76,4,
9,F02,76ALL_D1,3,31,ALL,2,E,J,46,D1,ALL,76,4,
9,F03,76ALL_F1,3,31,ALL,2,E,J,46,F1,ALL,76,4,
9,F04,76ALL_G3,3,31,ALL,2,E,J,46,G3,ALL,76,4,
9,F05,84ALL_F1,7,27,ALL,1,B,H,25,F1,ALL,84,4,
9,F06,84ALL_D1,7,27,ALL,1,B,H,25,D1,ALL,84,4,
9,F07,84ALL_G3,7,27,ALL,1,B,H,25,G3,ALL,84,4,
9,F08,84ALL_C1,7,27,ALL,1,B,H,25,C1,ALL,84,4,
9,F09,92ALL_G3,14,30,ALL,3,D,P,24,G3,ALL,92,4,
9,F10,92ALL_C1,14,30,ALL,3,D,P,24,C1,ALL,92,4,
9,F11,92ALL_F1,14,30,ALL,3,D,P,24,F1,ALL,92,4,
9,F12,92ALL_D1,14,30,ALL,3,D,P,24,D1,ALL,92,4,
9,G01,77ALL_C1,3,30,ALL,2,D,J,34,C1,ALL,77,4,
9,G02,77ALL_D1,3,30,ALL,2,D,J,34,D1,ALL,77,4,
9,G03,77ALL_F1,3,30,ALL,2,D,J,34,F1,ALL,77,4,
9,G04,77ALL_G3,3,30,ALL,2,D,J,34,G3,ALL,77,4,
9,G05,85ALL_F1,7,27,ALL,2,A,H,27,F1,ALL,85,4,
9,G06,85ALL_D1,7,27,ALL,2,A,H,27,D1,ALL,85,4,
9,G07,85ALL_G3,7,27,ALL,2,A,H,27,G3,ALL,85,4,
9,G08,85ALL_C1,7,27,ALL,2,A,H,27,C1,ALL,85,4,
9,G09,93ALL_G3,7,27,ALL,3,A,I,30,G3,ALL,93,4,
9,G10,93ALL_C1,7,27,ALL,3,A,I,30,C1,ALL,93,4,
9,G11,93ALL_F1,7,27,ALL,3,A,I,30,F1,ALL,93,4,
9,G12,93ALL_D1,7,27,ALL,3,A,I,30,D1,ALL,93,4,
9,H01,78ALL_C1,7,31,ALL,1,E,L,33,C1,ALL,78,4,
9,H02,78ALL_D1,7,31,ALL,1,E,L,33,D1,ALL,78,4,
9,H03,78ALL_F1,7,31,ALL,1,E,L,33,F1,ALL,78,4,
9,H04,78ALL_G3,7,31,ALL,1,E,L,33,G3,ALL,78,4,
9,H05,86ALL_F1,7,27,ALL,1,D,H,26,F1,ALL,86,4,
9,H06,86ALL_D1,7,27,ALL,1,D,H,26,D1,ALL,86,4,
9,H07,86ALL_G3,7,27,ALL,1,D,H,26,G3,ALL,86,4,
9,H08,86ALL_C1,7,27,ALL,1,D,H,26,C1,ALL,86,4,
9,H09,NTC_G3,NTC,,,,,,,G3,NTC,,4,
9,H10,NTC_C1,NTC,,,,,,,C1,NTC,,4,
9,H11,NTC_F1,NTC,,,,,,,F1,NTC,,4,
9,H12,NTC_D1,NTC,,,,,,,D1,NTC,,4,
