Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
1,A01,C1A_1,,,C1,,,,,C1,CopyNumber,,4,
1,A02,C1B_4,,,C1,,,,,C1,CopyNumber,,4,
1,A03,D1A_1,,,D1,,,,,D1,CopyNumber,,4,
1,A04,D1B_4,,,D1,,,,,D1,CopyNumber,,4,
1,A05,F1A_1,,,F1,,,,,F1,CopyNumber,,4,
1,A06,F1B_4,,,F1,,,,,F1,CopyNumber,,4,
1,A07,G3A_1,,,G3,,,,,G3,CopyNumber,,4,
1,A08,G3B_4,,,G3,,,,,G3,CopyNumber,,4,
1,A09,D1_27C_1A_D3,3,27,D1,1,A,A,7,D1,D1,,4,
1,A10,D1_30C_2A_D3,3,30,D1,2,A,B,5,D1,D1,,4,
1,A11,G3_27C_1A_D3,3,27,G3,1,A,A,19,G3,G3,,4,
1,A12,G3_30C_2A_D3,3,30,G3,2,A,B,11,G3,G3,,4,
1,B01,C1A_2,,,C1,,,,,C1,CopyNumber,,4,
1,B02,C1B_5,,,C1,,,,,C1,CopyNumber,,4,
1,B03,D1A_2,,,D1,,,,,D1,CopyNumber,,4,
1,B04,D1B_5,,,D1,,,,,D1,CopyNumber,,4,
1,B05,F1A_2,,,F1,,,,,F1,CopyNumber,,4,
1,B06,F1B_5,,,F1,,,,,F1,CopyNumber,,4,
1,B07,G3A_2,,,G3,,,,,G3,CopyNumber,,4,
1,B08,G3B_5,,,G3,,,,,G3,CopyNumber,,4,
1,B09,D1_27C_1B_D3,3,27,D1,1,B,C,36,D1,D1,,4,
1,B10,D1_30C_2B_D3,3,30,D1,2,B,F,1,D1,D1,,4,
1,B11,G3_27C_1B_D3,3,27,G3,1,B,C,42,G3,G3,,4,
1,B12,G3_30C_2B_D3,3,30,G3,2,B,E,10,G3,G3,,4,
1,C01,C1A_3,,,C1,,,,,C1,CopyNumber,,4,
1,C02,C1C_1,,,C1,,,,,C1,CopyNumber,,4,
1,C03,D1A_3,,,D1,,,,,D1,CopyNumber,,4,
1,C04,D1C_1,,,D1,,,,,D1,CopyNumber,,4,
1,C05,F1A_3,,,F1,,,,,F1,CopyNumber,,4,
1,C06,F1C_1,,,F1,,,,,F1,CopyNumber,,4,
1,C07,G3A_3,,,G3,,,,,G3,CopyNumber,,4,
1,C08,G3C_1,,,G3,,,,,G3,CopyNumber,,4,
1,C09,D1_27C_2A_D3,3,27,D1,2,A,A,8,D1,D1,,4,
1,C10,D1_30C_3A_D3,3,30,D1,3,A,B,6,D1,D1,,4,
1,C11,G3_27C_2A_D3,3,27,G3,2,A,A,20,G3,G3,,4,
1,C12,G3_30C_3A_D3,3,30,G3,3,A,B,12,G3,G3,,4,
1,D01,C1A_4,,,C1,,,,,C1,CopyNumber,,4,
1,D02,C1C_2,,,C1,,,,,C1,CopyNumber,,4,
1,D03,D1A_4,,,D1,,,,,D1,CopyNumber,,4,
1,D04,D1C_2,,,D1,,,,,D1,CopyNumber,,4,
1,D05,F1A_4,,,F1,,,,,F1,CopyNumber,,4,
1,D06,F1C_2,,,F1,,,,,F1,CopyNumber,,4,
1,D07,G3A_4,,,G3,,,,,G3,CopyNumber,,4,
1,D08,G3C_2,,,G3,,,,,G3,CopyNumber,,4,
1,D09,D1_27C_2B_D3,3,27,D1,2,B,C,37,D1,D1,,4,
1,D10,D1_30C_3B_D3,3,30,D1,3,B,F,7,D1,D1,,4,
1,D11,G3_27C_2B_D3,3,27,G3,2,B,C,43,G3,G3,,4,
1,D12,G3_30C_3B_D3,3,30,G3,3,B,E,14,G3,G3,,4,
1,E01,C1A_5,,,C1,,,,,C1,CopyNumber,,4,
1,E02,C1C_3,,,C1,,,,,C1,CopyNumber,,4,
1,E03,D1A_5,,,D1,,,,,D1,CopyNumber,,4,
1,E04,D1C_3,,,D1,,,,,D1,CopyNumber,,4,
1,E05,F1A_5,,,F1,,,,,F1,CopyNumber,,4,
1,E06,F1C_3,,,F1,,,,,F1,CopyNumber,,4,
1,E07,G3A_5,,,G3,,,,,G3,CopyNumber,,4,
1,E08,G3C_3,,,G3,,,,,G3,CopyNumber,,4,
1,E09,D1_27C_3A_D3,3,27,D1,3,A,A,9,D1,D1,,4,
1,E10,D1_31C_1A_D3,3,31,D1,1,A,B,16,D1,D1,,4,
1,E11,G3_27C_3A_D3,3,27,G3,3,A,A,21,G3,G3,,4,
1,E12,G3_31C_1A_D3,3,31,G3,1,A,B,22,G3,G3,,4,
1,F01,C1B_1,,,C1,,,,,C1,CopyNumber,,4,
1,F02,C1C_4,,,C1,,,,,C1,CopyNumber,,4,
1,F03,D1B_1,,,D1,,,,,D1,CopyNumber,,4,
1,F04,D1C_4,,,D1,,,,,D1,CopyNumber,,4,
1,F05,F1B_1,,,F1,,,,,F1,CopyNumber,,4,
1,F06,F1C_4,,,F1,,,,,F1,CopyNumber,,4,
1,F07,G3B_1,,,G3,,,,,G3,CopyNumber,,4,
1,F08,G3C_4,,,G3,,,,,G3,CopyNumber,,4,
1,F09,D1_27C_3B_D3,3,27,D1,3,B,C,38,D1,D1,,4,
1,F10,D1_31C_1B_D3,3,31,D1,1,B,E,30,D1,D1,,4,
1,F11,G3_27C_3B_D3,3,27,G3,3,B,C,44,G3,G3,,4,
1,F12,G3_31_1B_D3,3,31,G3,1,B,F,12,G3,G3,,4,
1,G01,C1B_2,,,C1,,,,,C1,CopyNumber,,4,
1,G02,C1C_5,,,C1,,,,,C1,CopyNumber,,4,
1,G03,D1B_2,,,D1,,,,,D1,CopyNumber,,4,
1,G04,D1A_1,,,D1,,,,,D1,CopyNumber,,4,
1,G05,F1B_2,,,F1,,,,,F1,CopyNumber,,4,
1,G06,F1C_5,,,F1,,,,,F1,CopyNumber,,4,
1,G07,G3B_2,,,G3,,,,,G3,CopyNumber,,4,
1,G08,G3C_5,,,G3,,,,,G3,CopyNumber,,4,
