Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,171ALL_C1,C1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.288472861051559,0,12220,0,12220,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,0,6946.16196341007,6946.16196341007,,,,,0.131806746125221,0,,,,,,,,,,,,
A02,171ALL_D1,D1,0.0944235771894455,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.88847160339355,,,0.451035380363464,0.00396563811227679,12460,1,12459,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21478.9140625,8551.97267796184,8553.0101531933,,,,,0.235034331679344,0.0255880411714315,,,,,,,,,,,,
A03,171ALL_F1,F1,0.111879661679268,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2.23759317398071,,,0.534433245658875,0.00469873147085309,10516,1,10515,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,20646.255859375,13115.5228320591,13116.2389534957,,,,,0.27848818898201,0.0303183365613222,,,,,,,,,,,,
A04,171ALL_G3,G3,20.0972156524658,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,401.944305419922,,,22.8999519348145,17.3011436462402,11690,198,11492,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,18174.4078973327,8066.31829725638,8237.52460528163,,,,,21.5263481140137,18.6698188781738,,,,,,,,,,,,
A05,171ALL_G3,G3,202.970748901367,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,4059.4150390625,,,212.306137084961,193.708877563477,11580,1835,9745,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,17832.8183886453,9360.97115212328,10703.444354111,,,,,207.72444152832,198.236190795898,,,,,,,,,,,,
A06,179ALL_D1,D1,3.73330640792847,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,74.666130065918,,,5.117103099823,2.62551856040955,11047,35,11012,0,0,0,0,,,,,,,,,18072.166015625,,,,,,,,,,,,,,19273.4305803571,9336.0294600936,9367.51393906608,,,,,4.39950656890869,3.13827776908875,,,,,,,,,,,,
A07,179ALL_C1,C1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.302770704030991,0,11643,0,11643,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,0,7876.96875905855,7876.96875905855,,,,,0.138339161872864,0,,,,,,,,,,,,
A08,179ALL_F1,F1,0.760731101036072,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,15.2146224975586,,,1.42477583885193,0.344360053539276,12376,8,12368,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,18613.1987304688,13325.5816330607,13328.9996143777,,,,,1.06411468982697,0.521428167819977,,,,,,,,,,,,
A09,187ALL_F1,F1,0.799142301082611,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,15.9828462600708,,,1.6340264081955,0.312932699918747,8836,6,8830,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,18786.6061197917,12507.8140072746,12512.0775600898,,,,,1.17492663860321,0.513652980327606,,,,,,,,,,,,
A10,187ALL_G3,G3,349.936370849609,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,6998.7275390625,,,362.900329589844,337.113739013672,11081,2851,8230,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,17909.1158718295,8019.95259572211,10564.3082044381,,,,,356.532775878906,343.376739501953,,,,,,,,,,,,
