Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,118ALL_C1,C1,1.95481169223785,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,39.0962333679199,,,3.00893378257751,1.18172991275787,10842,18,10824,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,15001.7478298611,8895.46553160223,8905.60324432763,,,,,2.45261287689209,1.529580950737,,,,,,,,,,,,
A02,118ALL_D1,D1,0.217321619391441,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,4.34643220901489,,,0.696222841739655,0.0329216457903385,10828,2,10826,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22351.5068359375,9323.13156892983,9325.53799214132,,,,,0.417836427688599,0.0943126454949379,,,,,,,,,,,,
A03,118ALL_F1,F1,0.783008754253387,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,15.6601753234863,,,1.46651184558868,0.354442626237869,12024,8,12016,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,18306.7238769531,13138.6931884603,13142.131665299,,,,,1.0952810049057,0.536696314811707,,,,,,,,,,,,
A04,118ALL_G3,G3,22.5280227661133,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,450.560455322266,,,25.4305553436279,19.6326313018799,12232,232,12000,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,18219.2615672144,8611.14964900716,8793.38329559186,,,,,24.0080127716064,21.0498905181885,,,,,,,,,,,,
A05,126ALL_G3,G3,74.2446441650391,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1484.89282226563,,,79.7118072509766,68.8027648925781,11642,712,10930,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,18875.3663700404,8636.02873930517,9262.24488713918,,,,,77.0308303833008,71.4650344848633,,,,,,,,,,,,
A06,126ALL_D1,D1,4.56331014633179,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,91.2662048339844,,,6.03636932373047,3.35281586647034,11624,45,11579,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20493.1819444444,8889.15629938055,8934.07897264516,,,,,5.27668380737305,3.91759204864502,,,,,,,,,,,,
A07,126ALL_F1,F1,4.15377235412598,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,83.0754470825195,,,5.64698505401611,2.95115065574646,10498,37,10461,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,18973.1219383446,13788.9913885877,13807.2627574523,,,,,4.8736400604248,3.50886416435242,,,,,,,,,,,,
A08,126ALL_C1,C1,0.112210460007191,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2.24420928955078,,,0.536013722419739,0.00471262400969863,10485,1,10484,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,14417.4287109375,7307.36239052328,7308.04050843653,,,,,0.279311686754227,0.030407976359129,,,,,,,,,,,,
A09,134ALL_D1,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.315932899713516,0,11158,0,11158,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,0,7475.54532613582,7475.54532613583,,,,,0.144352659583092,0,,,,,,,,,,,,
A10,134ALL_C1,C1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.377155333757401,0,9347,0,9347,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,0,5591.62215041502,5591.62215041503,,,,,0.172323331236839,0,,,,,,,,,,,,
A11,134ALL_G3,G3,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.339191198348999,0,10393,0,10393,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,0,6824.27081573084,6824.27081573086,,,,,0.154978767037392,0,,,,,,,,,,,,
A12,134ALL_F1,F1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.335095822811127,0,10520,0,10520,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,0,11797.6287887718,11797.6287887718,,,,,0.153107702732086,0,,,,,,,,,,,,
B01,119ALL_C1,C1,0.596839725971222,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,11.9367942810059,,,1.22026360034943,0.233726143836975,11830,6,11824,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,15926.9814453125,6729.75528152321,6734.41997780238,,,,,0.877459049224854,0.383633762598038,,,,,,,,,,,,
B02,119ALL_D1,D1,0.713589131832123,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,14.271782875061,,,1.45903825759888,0.279437512159348,9895,6,9889,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21497.427734375,8128.28641756505,8136.39302169854,,,,,1.04912555217743,0.45866921544075,,,,,,,,,,,,
B03,119ALL_F1,F1,0.956402480602264,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,19.1280498504639,,,1.68512904644012,0.476095587015152,12306,10,12296,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,20405.90390625,12550.5210737676,12556.9044500333,,,,,1.29276263713837,0.684226810932159,,,,,,,,,,,,
B04,119ALL_G3,G3,115.268203735352,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2305.36401367188,,,122.017051696777,108.55785369873,12086,1128,10958,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,19057.9102783203,8005.08867892429,9036.66097448269,,,,,118.706657409668,111.839767456055,,,,,,,,,,,,
B05,127ALL_G3,G3,15.0157823562622,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,300.315643310547,,,17.3448219299316,12.6913452148438,12616,160,12456,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,18616.1543945313,8518.87581257707,8646.93261133359,,,,,16.2034912109375,13.8292713165283,,,,,,,,,,,,
B06,127ALL_D1,D1,3.3366961479187,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,66.7339248657227,,,4.57319831848145,2.34671211242676,12358,35,12323,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20343.3446986607,8344.36062694631,8378.34383155141,,,,,3.93200373649597,2.80495572090149,,,,,,,,,,,,
B07,127ALL_F1,F1,0.105792954564095,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2.11585903167725,,,0.505352973937988,0.00444311276078224,11121,1,11120,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,18536.359375,12415.4502448432,12416.000636816,,,,,0.263336330652237,0.0286689512431622,,,,,,,,,,,,
B08,127ALL_C1,C1,0.543630421161652,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,10.8726081848145,,,1.1816291809082,0.191111817955971,10823,5,10818,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,14954.0505859375,7386.18673611833,7389.68293118893,,,,,0.828049182891846,0.333324402570724,,,,,,,,,,,,
B09,135ALL_D1,D1,4.52563858032227,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,90.5127716064453,,,6.20389795303345,3.18242287635803,9116,35,9081,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22132.1959263393,7184.98303070421,7242.37140842988,,,,,5.33354902267456,3.80412006378174,,,,,,,,,,,,
B10,135ALL_C1,C1,1.95855915546417,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,39.1711845397949,,,3.36913752555847,1.01092159748077,6613,11,6602,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16388.8366477273,5802.08723256025,5819.69712875967,,,,,2.61219692230225,1.42443943023682,,,,,,,,,,,,
B11,135ALL_G3,G3,184.528137207031,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,3690.56274414063,,,194.711410522461,174.432250976563,8783,1275,7508,0,0,0,0,,,,,,,,,16000,,,,,,,,,,,,,,19260.8133846507,7190.568559357,8942.76736981464,,,,,189.712661743164,179.366363525391,,,,,,,,,,,,
