Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
7,A01,C1A_1,,,C1,,,,,C1,CopyNumber,,4,
7,A02,C1B_4,,,C1,,,,,C1,CopyNumber,,4,
7,A03,F1A_1,,,F1,,,,,F1,CopyNumber,,4,
7,A04,F1B_4,,,F1,,,,,F1,CopyNumber,,4,
7,A05,CONTROL_27C_D3_1B_F1,3,27,F1,1,B,H,33,F1,CONTROL,,4,
7,A06,CONTROL_27C_D14_D_F1,14,27,F1,,D,O,6,F1,CONTROL,,4,
7,B01,C1A_2,,,C1,,,,,C1,CopyNumber,,4,
7,B02,C1B_5,,,C1,,,,,C1,CopyNumber,,4,
7,B03,F1A_2,,,F1,,,,,F1,CopyNumber,,4,
7,B04,F1B_5,,,F1,,,,,F1,CopyNumber,,4,
7,B05,CONTROL_27C_D3_1C_F1,3,27,F1,1,C,H,34,F1,CONTROL,,4,
7,B06,CONTROL_27C_D14_A_F1,14,27,F1,,A,J,45,F1,CONTROL,,4,
7,C01,C1A_3,,,C1,,,,,C1,CopyNumber,,4,
7,C02,C1C_1,,,C1,,,,,C1,CopyNumber,,4,
7,C03,F1A_3,,,F1,,,,,F1,CopyNumber,,4,
7,C04,F1C_1,,,F1,,,,,F1,CopyNumber,,4,
7,C05,CONTROL_27C_D3_1D_F1,3,27,F1,1,D,I,34,F1,CONTROL,,4,
7,C06,CONTROL_27C_D14_C_F1,14,27,F1,,C,J,43,F1,CONTROL,,4,
7,D01,C1A_4,,,C1,,,,,C1,CopyNumber,,4,
7,D02,C1C_2,,,C1,,,,,C1,CopyNumber,,4,
7,D03,F1A_4,,,F1,,,,,F1,CopyNumber,,4,
7,D04,F1C_2,,,F1,,,,,F1,CopyNumber,,4,
7,D05,CONTROL_27C_D3_1E_F1,3,27,F1,1,E,I,33,F1,CONTROL,,4,
7,D06,CONTROL_27C_D7_E_F1,7,27,F1,,E,J,42,F1,CONTROL,,4,
7,E01,C1A_5,,,C1,,,,,C1,CopyNumber,,4,
7,E02,C1C_3,,,C1,,,,,C1,CopyNumber,,4,
7,E03,F1A_5,,,F1,,,,,F1,CopyNumber,,4,
7,E04,F1C_3,,,F1,,,,,F1,CopyNumber,,4,
7,E05,CONTROL_30C_D3_1B_F1,3,30,F1,1,B,P,17,F1,CONTROL,,4,
7,E06,CONTROL_27C_D7_B_F1,7,27,F1,,B,J,25,F1,CONTROL,,4,
7,F01,C1B_1,,,C1,,,,,C1,CopyNumber,,4,
7,F02,C1C_4,,,C1,,,,,C1,CopyNumber,,4,
7,F03,F1B_1,,,F1,,,,,F1,CopyNumber,,4,
7,F04,F1C_4,,,F1,,,,,F1,CopyNumber,,4,
7,F05,CONTROL_30C_D3_1C_F1,3,30,F1,1,C,P,16,F1,CONTROL,,4,
7,F06,CONTROL_27C_D7_1D_F1,7,27,F1,1,D,J,24,F1,CONTROL,,4,
7,G01,C1B_2,,,C1,,,,,C1,CopyNumber,,4,
7,G02,C1C_5,,,C1,,,,,C1,CopyNumber,,4,
7,G03,F1B_2,,,F1,,,,,F1,CopyNumber,,4,
7,G04,F1C_5,,,F1,,,,,F1,CopyNumber,,4,
7,G05,CONTROL_30C_D3_1E_F1,3,30,F1,1,E,P,15,F1,CONTROL,,4,
7,G06,CONTROL_27C_D7_1E_F1,7,27,F1,1,E,J,23,F1,CONTROL,,4,
7,H01,C1B_3,,,C1,,,,,C1,CopyNumber,,4,
7,H02,NTC_C1,,,C1,,,,,C1,NTC,,4,
7,H03,F1B_3,,,F1,,,,,F1,CopyNumber,,4,
7,H04,NTC_F1,,,F1,,,,,F1,NTC,,4,
7,H05,CONTROL_31C_D14_1E_F1,14,31,F1,1,C,O,22,F1,CONTROL,,4,
7,H06,CONTROL_27C_D7_1C_F1,7,27,F1,1,C,J,22,F1,CONTROL,,4,
