Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
13,A01,141ALL_G3,7,27,ALL,1,A,LAST,,G3,ALL,141,4,B109
13,A02,141ALL_D1,7,27,ALL,1,A,LAST,,D1,ALL,141,4,B109
13,A03,141ALL_C1,7,27,ALL,1,A,LAST,,C1,ALL,141,4,B109
13,A04,141ALL_F1,7,27,ALL,1,A,LAST,,F1,ALL,141,4,B109
13,A05,149ALL_F1,7,30,ALL,1,B,M,42,F1,ALL,149,4,B263
13,A06,149ALL_G3,7,30,ALL,1,B,M,42,G3,ALL,149,4,B263
13,A07,149ALL_D1,7,30,ALL,1,B,M,42,D1,ALL,149,4,B263
13,A08,149ALL_C1,7,30,ALL,1,B,M,42,C1,ALL,149,4,B263
13,A09,157ALL_D1,14,27,ALL,1,D,LAST,51,D1,ALL,157,4,
13,A10,157ALL_F1,14,27,ALL,1,D,LAST,51,F1,ALL,157,4,
13,A11,157ALL_C1,14,27,ALL,1,D,LAST,51,C1,ALL,157,4,
13,A12,157ALL_G3,14,27,ALL,1,D,LAST,51,G3,ALL,157,4,
13,B01,142ALL_G3,7,27,ALL,1,B,LAST,,G3,ALL,142,4,B110
13,B02,142ALL_D1,7,27,ALL,1,B,LAST,,D1,ALL,142,4,B110
13,B03,142ALL_C1,7,27,ALL,1,B,LAST,,C1,ALL,142,4,B110
13,B04,142ALL_F1,7,27,ALL,1,B,LAST,,F1,ALL,142,4,B110
13,B05,150ALL_F1,7,30,ALL,2,A,M,44,F1,ALL,150,4,B271
13,B06,150ALL_G3,7,30,ALL,2,A,M,44,G3,ALL,150,4,B271
13,B07,150ALL_D1,7,30,ALL,2,A,M,44,D1,ALL,150,4,B271
13,B08,150ALL_C1,7,30,ALL,2,A,M,44,C1,ALL,150,4,B271
13,B09,158ALL_D1,14,27,ALL,1,E,LAST,52,D1,ALL,158,4,
13,B10,158ALL_F1,14,27,ALL,1,E,LAST,52,F1,ALL,158,4,
13,B11,158ALL_C1,14,27,ALL,1,E,LAST,52,C1,ALL,158,4,
13,B12,158ALL_G3,14,27,ALL,1,E,LAST,52,G3,ALL,158,4,
13,C01,143ALL_G3,7,27,ALL,2,A,LAST,,G3,ALL,143,4,B118
13,C02,143ALL_D1,7,27,ALL,2,A,LAST,,D1,ALL,143,4,B118
13,C03,143ALL_C1,7,27,ALL,2,A,LAST,,C1,ALL,143,4,B118
13,C04,143ALL_F1,7,27,ALL,2,A,LAST,,F1,ALL,143,4,B118
13,C05,151ALL_F1,7,30,ALL,2,B,N,45,F1,ALL,151,4,B272
13,C06,151ALL_G3,7,30,ALL,2,B,N,45,G3,ALL,151,4,B272
13,C07,151ALL_D1,7,30,ALL,2,B,N,45,D1,ALL,151,4,B272
13,C08,151ALL_C1,7,30,ALL,2,B,N,45,C1,ALL,151,4,B272
13,C09,159ALL_D1,14,27,ALL,2,A,LAST,53,D1,ALL,159,4,
13,C10,159ALL_F1,14,27,ALL,2,A,LAST,53,F1,ALL,159,4,
13,C11,159ALL_C1,14,27,ALL,2,A,LAST,53,C1,ALL,159,4,
13,C12,159ALL_G3,14,27,ALL,2,A,LAST,53,G3,ALL,159,4,
13,D01,144ALL_G3,7,27,ALL,2,B,LAST,,G3,ALL,144,4,B119
13,D02,144ALL_D1,7,27,ALL,2,B,LAST,,D1,ALL,144,4,B119
13,D03,144ALL_C1,7,27,ALL,2,B,LAST,,C1,ALL,144,4,B119
13,D04,144ALL_F1,7,27,ALL,2,B,LAST,,F1,ALL,144,4,B119
13,D05,152ALL_F1,7,30,ALL,2,C,M,45,F1,ALL,152,4,B273
13,D06,152ALL_G3,7,30,ALL,2,C,M,45,G3,ALL,152,4,B273
13,D07,152ALL_D1,7,30,ALL,2,C,M,45,D1,ALL,152,4,B273
13,D08,152ALL_C1,7,30,ALL,2,C,M,45,C1,ALL,152,4,B273
13,D09,160ALL_D1,14,27,ALL,3,A,LAST,54,D1,ALL,160,4,
13,D10,160ALL_F1,14,27,ALL,3,A,LAST,54,F1,ALL,160,4,
13,D11,160ALL_C1,14,27,ALL,3,A,LAST,54,C1,ALL,160,4,
13,D12,160ALL_G3,14,27,ALL,3,A,LAST,54,G3,ALL,160,4,
13,E01,145ALL_G3,7,27,ALL,3,B,N,40,G3,ALL,145,4,B128
13,E02,145ALL_D1,7,27,ALL,3,B,N,40,D1,ALL,145,4,B128
13,E03,145ALL_C1,7,27,ALL,3,B,N,40,C1,ALL,145,4,B128
13,E04,145ALL_F1,7,27,ALL,3,B,N,40,F1,ALL,145,4,B128
13,E05,153ALL_F1,7,30,ALL,1,C,N,43,F1,ALL,153,4,B264
13,E06,153ALL_G3,7,30,ALL,1,C,N,43,G3,ALL,153,4,B264
13,E07,153ALL_D1,7,30,ALL,1,C,N,43,D1,ALL,153,4,B264
13,E08,153ALL_C1,7,30,ALL,1,C,N,43,C1,ALL,153,4,B264
13,E09,161ALL_D1,14,27,ALL,3,B,LAST,55,D1,ALL,161,4,
13,E10,161ALL_F1,14,27,ALL,3,B,LAST,55,F1,ALL,161,4,
13,E11,161ALL_C1,14,27,ALL,3,B,LAST,55,C1,ALL,161,4,
13,E12,161ALL_G3,14,27,ALL,3,B,LAST,55,G3,ALL,161,4,
13,F01,146ALL_G3,7,27,ALL,3,C,M,40,G3,ALL,146,4,B129
13,F02,146ALL_D1,7,27,ALL,3,C,M,40,D1,ALL,146,4,B129
13,F03,146ALL_C1,7,27,ALL,3,D,N,41,C1,ALL,147,4,B130
13,F04,146ALL_F1,7,27,ALL,3,C,M,40,F1,ALL,146,4,B129
13,F05,154ALL_F1,14,27,ALL,1,A,LAST,48,F1,ALL,154,4,
13,F06,154ALL_G3,14,27,ALL,1,A,LAST,48,G3,ALL,154,4,
13,F07,154ALL_D1,14,27,ALL,1,A,LAST,48,D1,ALL,154,4,
13,F08,154ALL_C1,14,27,ALL,1,A,LAST,48,C1,ALL,154,4,
13,F09,162ALL_D1,14,27,ALL,3,C,LAST,56,D1,ALL,162,4,
13,F10,162ALL_F1,14,27,ALL,3,C,LAST,56,F1,ALL,162,4,
13,F11,162ALL_C1,14,27,ALL,3,C,LAST,56,C1,ALL,162,4,
13,F12,162ALL_G3,14,27,ALL,3,C,LAST,56,G3,ALL,162,4,
13,G01,147ALL_G3,7,27,ALL,3,D,N,41,G3,ALL,147,4,B130
13,G02,147ALL_D1,7,27,ALL,3,D,N,41,D1,ALL,147,4,B130
13,G03,147ALL_C1,7,27,ALL,3,C,M,40,C1,ALL,146,4,B129
13,G04,147ALL_F1,7,27,ALL,3,D,N,41,F1,ALL,147,4,B130
13,G05,155ALL_F1,14,27,ALL,1,B,LAST,49,F1,ALL,155,4,
13,G06,155ALL_G3,14,27,ALL,1,B,LAST,49,G3,ALL,155,4,
13,G07,155ALL_D1,14,27,ALL,1,B,LAST,49,D1,ALL,155,4,
13,G08,155ALL_C1,14,27,ALL,1,B,LAST,49,C1,ALL,155,4,
13,G09,163ALL_D1,3,27,ALL,2,I,N,45,D1,ALL,163,4,
13,G10,163ALL_F1,3,27,ALL,2,I,L,45,F1,ALL,163,4,
13,G11,163ALL_C1,3,27,ALL,2,I,N,45,C1,ALL,163,4,
13,G12,163ALL_G3,3,27,ALL,2,I,N,45,G3,ALL,163,4,
13,H01,148ALL_G3,7,30,ALL,1,A,N,42,G3,ALL,148,4,B262
13,H02,148ALL_D1,7,30,ALL,1,A,N,42,D1,ALL,148,4,B262
13,H03,148ALL_C1,7,30,ALL,1,A,N,42,C1,ALL,148,4,B262
13,H04,148ALL_F1,7,30,ALL,1,A,N,42,F1,ALL,148,4,B262
13,H05,156ALL_F1,7,30,ALL,2,E,M,46,F1,ALL,156,4,B274
13,H06,156ALL_G3,7,30,ALL,2,E,M,46,G3,ALL,156,4,B274
13,H07,156ALL_D1,7,30,ALL,2,E,M,46,D1,ALL,156,4,B274
13,H08,156ALL_C1,7,30,ALL,2,E,M,46,C1,ALL,156,4,B274
13,H09,NTC_D1,,,,,,,,D1,NTC,,4,
13,H10,NTC_F1,,,,,,,,F1,NTC,,4,
13,H11,NTC_C1,,,,,,,,C1,NTC,,4,
13,H12,NTC_G3,,,,,,,,G3,NTC,,4,
