Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
19,A01,1,3,27,C1,1,D,C,29,C1,C1,,4,
19,A02,9,7,27,APO,1,A,H,32,C1,CONTROL,,4,
19,A03,17,3,30,D1,1,C,D,45,D1,D1,,4,
19,A04,25,14,27,D1,3,C,F,28,F1,F1,,4,
19,A05,33,7,27,F1,2,C,H,15,F1,F1,,4,
19,A06,41,3,27,G3,3,C,D,32,G3,G3,,4,
19,A07,49,7,27,G3,,D,H,22,G3,G3,,4,
19,A08,57,7,30,F1,2,D,L,4,F1,F1,,4,
19,A09,65,3,27,ALL,1,J,K,40,C1,ALL,214,4,B
19,A10,73,3,27,ALL,1,J,K,40,D1,ALL,214,4,B
19,A11,81,3,27,ALL,1,J,K,40,F1,ALL,214,4,B
19,A12,89,3,27,ALL,1,J,K,40,G3,ALL,214,4,B
19,B01,2,3,27,C1,2,C,D,1,C1,C1,,4,
19,B02,10,7,31,C1,2,E,L,22,C1,C1,,4,
19,B03,18,3,30,D1,3,E,G,3,D1,D1,,4,
19,B04,26,14,27,D1,2,D,G,25,F1,F1,,4,
19,B05,34,7,27,F1,1,C,H,13,F1,F1,,4,
19,B06,42,3,27,G3,1,B,P,7,G3,G3,,4,
19,B07,50,7,30,F1,1,C,K,1,G3,G3,,4,
19,B08,58,3,27,ALL,1,H,K,39,D1,ALL,178,1,
19,B09,66,3,27,ALL,2,H,K,44,C1,ALL,215,4,B
19,B10,74,3,27,ALL,2,H,K,44,D1,ALL,215,4,B
19,B11,82,3,27,ALL,2,H,K,44,F1,ALL,215,4,B
19,B12,90,3,27,ALL,2,H,K,44,G3,ALL,215,4,B
19,C01,3,3,27,C1,3,B,C,48,C1,C1,,4,
19,C02,11,7,30,C1,3,C,H,39,C1,C1,,4,
19,C03,19,3,27,F1,1,D,D,18,D1,D1,,4,
19,C04,27,3,27,F1,3,C,D,23,F1,F1,,4,
19,C05,35,7,30,F1,1,B,H,46,F1,F1,,4,
19,C06,43,3,30,G3,2,D,E,12,G3,G3,,4,
19,C07,51,14,27,G3,2,D,G,36,G3,G3,,4,
19,C08,59,3,31,ALL,3,G,N,32,D1,ALL,190,4,
19,C09,67,3,30,ALL,2,J,M,13,C1,ALL,216,4,B
19,C10,75,3,30,ALL,2,J,M,13,D1,ALL,216,4,B
19,C11,83,3,30,ALL,2,J,M,13,F1,ALL,216,2,B
19,C12,91,3,30,ALL,2,J,M,13,G3,ALL,216,2,B
19,D01,4,3,30,C1,2,E,D,40,C1,C1,,4,
19,D02,12,7,31,C1,3,E,K,23,C1,C1,,4,
19,D03,20,3,31,D1,1,C,E,31,D1,D1,,4,
19,D04,28,3,27,F1,3,D,D,24,F1,F1,,4,
19,D05,36,7,30,F1,2,E,L,6,F1,F1,,4,
19,D06,44,3,31,G3,2,C,E,11,G3,G3,,4,
19,D07,52,14,30,G3,3,S,G,44,G3,G3,,4,
19,D08,60,3,30,ALL,1,F,M,6,F1,ALL,182,1,B
19,D09,68,3,30,ALL,2,F,N,15,C1,ALL,217,4,
19,D10,76,3,30,ALL,2,F,N,15,D1,ALL,217,4,
19,D11,84,3,30,ALL,2,F,N,15,F1,ALL,217,4,
19,D12,91,3,30,ALL,2,F,N,15,G3,ALL,217,4,
19,E01,5,3,31,C1,2,D,E,24,C1,C1,,4,
19,E02,13,14,27,C1,3,C,G,21,C1,C1,,4,
19,E03,21,7,27,D1,3,D,I,12,D1,D1,,4,
19,E04,29,3,30,F1,1,E,G,5,F1,F1,,4,
19,E05,37,14,27,F1,1,D,G,29,F1,F1,,4,
19,E06,45,3,31,G3,2,C,G,13,G3,G3,,4,
19,E07,52,14,31,G3,1,D,I,47,G3,G3,,4,
19,E08,61,3,31,ALL,3,E,N,31,F1,ALL,189,4,
19,E09,69,3,31,ALL,3,H,M,34,C1,ALL,218,4,B
19,E10,77,3,31,ALL,3,H,M,34,D1,ALL,218,4,B
19,E11,85,3,31,ALL,3,H,M,34,F1,ALL,218,4,B
19,E12,93,3,31,ALL,3,H,M,34,G3,ALL,218,4,B
19,F01,6,3,31,C1,1,D,E,20,C1,C1,,4,
19,F02,14,14,27,C1,1,E,G,18,C1,C1,,4,
19,F03,22,7,27,D1,1,D,I,8,D1,D1,,4,
19,F04,30,3,30,F1,2,C,G,6,F1,F1,,4,
19,F05,38,14,30,F1,2,E,F,45,F1,F1,,4,
19,F06,46,3,31,G3,1,E,G,12,G3,G3,,4,
19,F07,54,7,30,G3,1,D,L,8,G3,G3,,4,
19,F08,62,3,31,ALL,3,G,N,32,F1,ALL,190,2,
19,F09,70,3,31,ALL,2,C,N,25,C1,ALL,219,4,
19,F10,78,3,31,ALL,2,C,N,25,D1,ALL,219,4,
19,F11,86,3,31,ALL,2,C,N,25,F1,ALL,219,4,
19,F12,94,3,31,ALL,2,C,N,25,G3,ALL,219,4,
19,G01,7,7,27,C1,3,E,H,6,C1,C1,,4,
19,G02,15,3,27,D1,1,C,D,7,D1,D1,,4,
19,G03,23,7,30,D1,3,E,L,1,D1,D1,,4,
19,G04,31,3,31,F1,3,E,G,10,F1,F1,,4,
19,G05,39,14,27,F1,2,D,G,31,F1,F1,,4,
19,G06,47,7,27,G3,1,C,H,19,G3,G3,,4,
19,G07,55,14,27,G3,1,C,G,34,G3,G3,,4,
19,G08,63,3,31,ALL,1,G,N,22,F1,ALL,191,4,
19,G09,71,3,31,ALL,3,I,N,33,C1,ALL,220,4,
19,G10,79,3,31,ALL,3,I,N,33,D1,ALL,220,4,
19,G11,84,3,31,ALL,3,I,N,33,F1,ALL,220,4,
19,G12,95,3,31,ALL,3,I,N,33,G3,ALL,220,4,
19,H01,8,7,27,C1,1,D,I,2,C1,C1,,4,
19,H02,16,3,27,D1,2,C,D,10,D1,D1,,4,
19,H03,24,7,30,F1,1,A,B,31,F1,F1,,4,
19,H04,32,3,31,F1,2,E,G,8,F1,F1,,4,
19,H05,40,14,30,F1,1,D,F,43,F1,F1,,4,
19,H06,48,7,30,G3,3,E,K,12,G3,G3,,4,
19,H07,56,7,30,F1,2,E,L,5,F1,F1,,4,
19,H08,64,3,27,ALL,3,J,M,3,G3,ALL,177,2,B
19,H09,72,3,30,ALL,3,E,N,16,C1,ALL,221,4,
19,H10,80,3,30,ALL,3,E,N,16,D1,ALL,221,4,
19,H11,88,3,30,ALL,3,E,N,16,F1,ALL,221,4,
19,H12,96,3,30,ALL,3,E,N,16,G3,ALL,221,4,
