Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
4,A01,CONTROL_27C_D3_1B,3,27,APO,1,B,H,33,C1,CONTROL,,4,
4,A02,CONTROL_27C_D14_D,14,27,APO,,D,O,6,C1,CONTROL,,4,
4,A03,C1_27C_D3_1A,3,27,C1,1,A,A,1,C1,C1,,4,
4,A04,C1_30C_D3_2A,3,30,C1,2,A,B,2,C1,C1,,4,
4,A05,C1_31C_D3_3A,3,31,C1,3,A,B,15,C1,C1,,4,
4,A06,C1_31C_D7_2C,7,31,C1,2,C,L,21,C1,C1,,4,
4,A07,C1_27C_D14_3A,14,27,C1,3,A,C,5,C1,C1,,4,
4,A08,F1_27C_D3_1A,3,27,F1,1,A,D,16,F1,F1,,4,
4,A09,F1_30C_D3_2A,3,30,F1,2,A,B,8,F1,F1,,4,
4,A10,F1_31C_D3_3A,3,31,F1,3,A,B,21,F1,F1,,4,
4,A11,F1_31C_D7_3A,7,31,F1,3,A,B,45,F1,F1,,4,
4,A12,F1_27C_D14_3A,14,27,F1,3,A,C,11,F1,F1,,4,
4,B01,CONTROL_27C_D3_1C,3,27,APO,1,C,H,34,C1,CONTROL,,4,
4,B02,CONTROL_27C_D14_A,14,27,APO,,A,J,45,C1,CONTROL,,4,
4,B03,C1_27C_D3_1B,3,27,C1,1,B,C,33,C1,C1,,4,
4,B04,C1_30C_D3_2B,3,30,C1,2,B,C,47,C1,C1,,4,
4,B05,C1_31C_D3_3B,3,31,C1,3,B,E,26,C1,C1,,4,
4,B06,C1_31C_D7_3A,7,31,C1,3,A,B,39,C1,C1,,4,
4,B07,C1_27C_D14_3B,14,27,C1,3,B,F,22,C1,C1,,4,
4,B08,F1_27C_D3_1B,3,27,F1,1,B,C,39,F1,F1,,4,
4,B09,F1_30C_D3_2B,3,30,F1,2,B,F,6,F1,F1,,4,
4,B10,F1_31C_D3_3B,3,31,F1,3,B,F,10,F1,F1,,4,
4,B11,F1_31C_D7_3B,7,31,F1,3,B,B,40,F1,F1,,4,
4,B12,F1_27C_D14_3B,14,27,F1,3,B,G,32,F1,F1,,4,
4,C01,CONTROL_27C_D3_1D,3,27,APO,1,D,I,34,C1,CONTROL,,4,
4,C02,CONTROL_27C_D14_C,14,27,APO,,C,J,43,C1,CONTROL,,4,
4,C03,C1_27C_D3_2A,3,27,C1,2,A,A,2,C1,C1,,4,
4,C04,C1_30C_D3_3A,3,30,C1,3,A,B,3,C1,C1,,4,
4,C05,C1_30C_D7_2A,7,30,C1,2,A,B,26,C1,C1,,4,
4,C06,C1_31C_D7_3B,7,31,C1,3,B,B,37,C1,C1,,4,
4,C07,C1_30C_D14_1A,14,30,C1,1,A,C,15,C1,C1,,4,
4,C08,F1_27C_D3_2A,3,27,F1,2,A,A,14,F1,F1,,4,
4,C09,F1_30C_D3_3A,3,30,F1,3,A,B,9,F1,F1,,4,
4,C10,F1_30C_D7_2A,7,30,F1,2,A,B,35,F1,F1,,4,
4,C11,F1_31C_D7_3C,7,31,F1,3,C,L,26,F1,F1,,4,
4,C12,F1_30C_D4_1A,14,30,F1,1,A,C,21,F1,F1,,4,
4,D01,CONTROL_27C_D3_1E,3,27,APO,1,E,I,33,C1,CONTROL,,4,
4,D02,CONTROL_27C_D14_E,7,27,APO,,E,J,42,C1,CONTROL,,4,
4,D03,C1_27C_D3_2B,3,27,C1,2,B,C,34,C1,C1,,4,
4,D04,C1_30C_D3_3C,3,30,C1,3,C,D,41,C1,C1,,4,
4,D05,C1_31C_D7_2B,7,30,C1,2,B,I,37,C1,C1,,4,
4,D06,C1_31C_D7_3C,7,31,C1,3,C,K,22,C1,C1,,4,
4,D07,C1_30C_D14_1B,14,30,C1,1,B,F,41,C1,C1,,4,
4,D08,F1_27C_D3_2B,3,27,F1,2,B,C,40,F1,F1,,4,
4,D09,F1_30C_D3_2B,3,30,F1,3,B,E,2,F1,F1,,4,
4,D10,F1_30C_D7_2B,7,30,F1,2,B,L,3,F1,F1,,4,
4,D11,F1_31C_D7_3D,7,31,F1,3,D,B,41,F1,F1,,4,
4,D12,F1_30C_D4_1B,14,30,F1,1,B,F,42,F1,F1,,4,
4,E01,CONTROL_30C_D3_1B,3,30,APO,1,B,P,17,C1,CONTROL,,4,
4,E02,CONTROL_27C_D7_1B,7,27,APO,,B,J,25,C1,CONTROL,,4,
4,E03,C1_27C_D3_3A,3,27,C1,3,A,A,3,C1,C1,,4,
4,E04,C1_31C_D3_1A,3,31,C1,1,A,B,13,C1,C1,,4,
4,E05,C1_30C_D7_3A,7,30,C1,3,A,B,27,C1,C1,,4,
4,E06,C1_27C_D14_1A,14,27,C1,1,A,C,3,C1,C1,,4,
4,E07,C1_30C_D14_1E,14,30,C1,1,E,G,38,C1,C1,,4,
4,E08,F1_27C_D3_3A,3,27,F1,3,A,A,15,F1,F1,,4,
4,E09,F1_31C_D3_1A,3,31,F1,1,A,B,19,F1,F1,,4,
4,E10,F1_30C_D7_3A,7,30,F1,3,A,B,36,F1,F1,,4,
4,E11,F1_27C_D14_1A,14,27,F1,1,A,C,9,F1,F1,,4,
4,E12,F1_30C_D4_1C,14,30,F1,1,C,G,39,F1,F1,,4,
4,F01,CONTROL_30C_D3_1C,3,30,APO,1,C,P,16,C1,CONTROL,,4,
4,F02,CONTROL_27C_D7_1D,7,27,APO,1,D,J,24,C1,CONTROL,,4,
4,F03,C1_27C_D3_3B,3,27,C1,3,B,C,35,C1,C1,,4,
4,F04,C1_31C_D3_1B,3,31,C1,1,B,E,18,C1,C1,,4,
4,F05,C1_30C_D7_3B,7,30,C1,3,B,I,39,C1,C1,,4,
4,F06,C1_27C_D14_1B,14,27,C1,1,B,F,18,C1,C1,,4,
4,F07,C1_30C_D14_2A,14,30,C1,2,A,C,16,C1,C1,,4,
4,F08,F1_27C_D3_3B,3,27,F1,3,B,C,41,F1,F1,,4,
4,F09,F1_31C_D3_1B,3,31,F1,1,B,E,42,F1,F1,,4,
4,F10,F1_30C_D7_3B,7,30,F1,3,B,K,4,F1,F1,,4,
4,F11,F1_27C_D14_1B,14,27,F1,1,B,G,28,F1,F1,,4,
4,F12,F13_30C_D14_2A,14,30,F1,2,A,C,22,F1,F1,,4,
4,G01,CONTROL_30C_D3_1E,3,39,APO,1,E,P,15,C1,CONTROL,,4,
4,G02,CONTROL_27C_D7_1E,7,27,APO,1,E,J,23,C1,CONTROL,,4,
4,G03,C1_30C_D3_1A,3,30,C1,1,A,B,1,C1,C1,,4,
4,G04,C1_31C_D3_2A,3,31,C1,2,A,B,14,C1,C1,,4,
4,G05,C1_31C_D7_2A,7,31,C1,2,A,B,38,C1,C1,,4,
4,G06,C1_27C_D14_2A,14,27,C1,2,A,C,4,C1,C1,,4,
4,G07,C1_30C_D14_3A,14,30,C1,3,A,C,17,C1,C1,,4,
4,G08,F1_30C_D3_3C,3,30,F1,3,C,E,3,F1,F1,,4,
4,G09,F1_31C_D3_2A,3,31,F1,2,A,B,20,F1,F1,,4,
4,G10,F1_31C_D7_1A,7,31,F1,1,A,B,43,F1,F1,,4,
4,G11,F1_27C_D14_2A,14,27,F1,2,A,C,10,F1,F1,,4,
4,G12,F1_NTC,,,F1,,,,,F1,NTC,,4,
4,H01,CONTROL_31C_D3_1C,14,31,APO,1,C,O,22,C1,CONTROL,,4,
4,H02,CONTROL_27C_D7_1C,7,27,APO,1,C,J,22,C1,CONTROL,,4,
4,H03,C1_30C_D3_1B,3,30,C1,1,B,C,46,C1,C1,,4,
4,H04,C1_31C_D3_2B,3,31,C1,2,B,E,22,C1,C1,,4,
4,H05,C1_31C_D7_2B,7,31,C1,2,B,K,20,C1,C1,,4,
4,H06,C1_27C_D14_2B,14,27,C1,2,B,F,20,C1,C1,,4,
4,H07,C1_31C_D14_3A,14,31,C1,3,A,C,30,C1,C1,,4,
4,H08,F1_30C_D3_1C,3,30,F1,1,C,G,4,F1,F1,,4,
4,H09,F1_31C_D3_2B,3,31,F1,2,B,E,46,F1,F1,,4,
4,H10,F1_31C_D7_2A,7,31,F1,2,A,B,44,F1,F1,,4,
4,H11,F1_27C_D14_2B,14,27,F1,2,B,G,30,F1,F1,,4,
4,H12,C1_NTC,,,C1,,,,,C1,NTC,,4,
