Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,D1_30C_D7_13,D1,0.217703655,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,4.354073048,,,0.697447002,0.032979518,10809,2,10807,0,0,0,0,,,,,,,,,17500,,,,,,,,,,,,,,18512.52734,6584.084399,6586.291531,,,,,0.418571025,0.094478436,,,,,,,,,,,,
A02,G3_27C_D7_2E,G3,73.44824219,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1468.964844,,,78.82266235,68.09825134,11913,721,11192,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,17634.72288,7124.102915,7760.227904,,,,,76.18722534,70.71561432,,,,,,,,,,,,
A03,G3_27C_D14_1D,G3,174.0061188,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,3480.122314,,,182.565918,165.5081482,11652,1602,10050,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,18028.28931,6780.10366,8326.584386,,,,,178.3655853,169.6627502,,,,,,,,,,,,
A04,G3_31C_D7_3D,G3,303.0951843,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,6061.903809,,,315.0846252,291.2267456,10981,2494,8487,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,18068.28041,6716.711201,9294.874719,,,,,309.196991,297.0249023,,,,,,,,,,,,
A05,199ALL_C1,C1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.31678471,0,11128,0,11128,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,0,5350.750194,5350.750194,,,,,0.144741833,0,,,,,,,,,,,,
A06,199ALL_D1,D1,2.154708624,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,43.09417343,,,3.190470457,1.372191072,12023,22,12001,0,0,0,0,,,,,,,,,17500,,,,,,,,,,,,,,19470.24734,6722.876354,6746.201827,,,,,2.646927595,1.727762818,,,,,,,,,,,,
A07,199ALL_F1,F1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.306482792,0,11502,0,11502,0,0,0,0,,,,,,,,,17000,,,,,,,,,,,,,,0,10963.47079,10963.47079,,,,,0.140035123,0,,,,,,,,,,,,
A08,199ALL_G3,G3,46.45069122,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,929.0137939,,,50.8755455,42.04242706,10978,425,10553,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,17822.05347,6559.750996,6995.757422,,,,,48.7061882,44.19951248,,,,,,,,,,,,
A09,207ALL_C1,C1,0.20665212,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,4.133042336,,,0.662034869,0.031305466,11387,2,11385,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,15135.75244,6040.250841,6041.848365,,,,,0.397320896,0.089682564,,,,,,,,,,,,
A10,207ALL_d1,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.354901582,0,9933,0,9933,0,0,0,0,,,,,,,,,17500,,,,,,,,,,,,,,0,7179.534621,7179.534621,,,,,0.162156373,0,,,,,,,,,,,,
