Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A11,G3_27C_1A_D3,G3,1.754224658,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,35.08449173,,,2.644529104,1.090732574,13423,20,13403,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21368.18281,8425.553697,8444.837954,,,,,2.176067114,1.390885472,,,,,,,,,,,,
A12,G3_30C_2A_D3,G3,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.226778537,0,15544,0,15544,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,0,8449.824583,8449.824583,,,,,0.103619345,0,,,,,,,,,,,,
B01,C1A_2,C1,724.02771,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,14480.55469,,,740.9746704,707.3215332,15973,7341,8632,0,0,0,0,,,,,,,,,14500,,,,,,,,,,,,,,16380.02197,5764.820208,10643.44014,,,,,732.6436157,715.4744873,,,,,,,,,,,,
B02,C1B_5,C1,1.068200946,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,21.36401939,,,1.734486222,0.599446476,15426,14,15412,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16538.13951,5448.93204,5458.996147,,,,,1.380069375,0.807317734,,,,,,,,,,,,
B03,D1A_2,D1,105.5735245,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2111.470459,,,111.3643875,99.81103516,14960,1284,13676,0,0,0,0,,,,,,,,,19500,,,,,,,,,,,,,,21183.7298,6964.070717,8184.528088,,,,,108.5244904,102.6299591,,,,,,,,,,,,
B04,D1B_5,D1,0.251337856,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,5.02675724,,,0.666246593,0.059645992,14044,3,14041,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,22278.99349,7007.004285,7010.266601,,,,,0.430323154,0.130605206,,,,,,,,,,,,
B05,F1A_2,F1,866.7774048,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,17335.54883,,,886.9142456,846.9794922,14528,7574,6954,0,0,0,0,,,,,,,,,19500,,,,,,,,,,,,,,20991.24553,11617.54213,16504.41091,,,,,877.0082397,856.6347656,,,,,,,,,,,,
B06,F1B_5,F1,0.974235594,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,19.4847126,,,1.639858723,0.519085944,14497,12,14485,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,20645.68066,11318.83655,11326.55692,,,,,1.28380537,0.718989074,,,,,,,,,,,,
B07,G3A_2,G3,6815.548828,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,136310.9688,,,7177.588379,6487.162598,14763,14718,45,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,19012.5892,9219.276161,18982.7376,,,,,6994.722168,6645.023438,,,,,,,,,,,,
B08,G3B_5,G3,10.75175858,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,215.0351715,,,12.52780914,8.978384972,15499,141,15358,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,19872.384,7538.669272,7650.873529,,,,,11.65757179,9.846642494,,,,,,,,,,,,
B09,D1_27C_1B_D3,D1,0.318008006,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,6.360159874,,,0.749921024,0.095949858,14800,4,14796,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,24333.87549,7925.378729,7929.813458,,,,,0.507979274,0.182605579,,,,,,,,,,,,
B10,D1_30C_2B_D3,D1,3.300059795,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,66.00119781,,,4.377732754,2.416161537,15708,44,15664,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22062.70508,7592.789751,7633.321727,,,,,3.821791172,2.82825923,,,,,,,,,,,,
B11,G3_27C_1B_D3,G3,1.080512881,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,21.6102581,,,1.784626722,0.591748714,14161,13,14148,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21942.45418,9062.424179,9074.24823,,,,,1.409102321,0.807548106,,,,,,,,,,,,
B12,G3_30C_2B_D3,G3,1.481794477,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,29.63588905,,,2.233703852,0.921382666,15889,20,15869,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21458.94971,8269.375018,8285.977164,,,,,1.83807385,1.17490983,,,,,,,,,,,,
C01,C1A_3,C1,59.99485779,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1199.897217,,,64.07172394,55.93207169,16795,835,15960,0,0,0,0,,,,,,,,,15000,,,,,,,,,,,,,,16961.68609,5187.7198,5773.088174,,,,,62.07312775,57.92025757,,,,,,,,,,,,
C02,C1C_1,C1,4187.14209,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,83742.84375,,,4305.720703,4079.428467,14263,13857,406,0,0,0,0,,,,,,,,,15000,,,,,,,,,,,,,,16745.38215,9543.77274,16540.38647,,,,,4246.147461,4130.955078,,,,,,,,,,,,
C03,D1A_3,D1,11.36203861,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,227.2407684,,,13.28742027,9.43980217,13942,134,13808,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,22031.47089,6480.410533,6629.875609,,,,,12.3439827,10.38091373,,,,,,,,,,,,
C04,D1C_1,D1,732.2221069,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,14644.44238,,,750.1356201,714.5772705,14525,6730,7795,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,19940.27593,7566.958513,13299.99991,,,,,741.3275757,723.1865845,,,,,,,,,,,,
C05,F1A_3,F1,98.03205872,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1960.641113,,,103.8760986,92.21689606,13596,1087,12509,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,20777.76544,10879.4851,11670.85247,,,,,101.0100784,95.06154633,,,,,,,,,,,,
C06,F1C_1,F1,5777.669922,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,115553.3984,,,6029.634766,5542.48584,12220,12130,90,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,21631.05189,18853.64614,21610.59637,,,,,5903.30957,5656.342773,,,,,,,,,,,,
C07,G3A_3,G3,747.5253296,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,14950.50684,,,766.2409058,729.1027832,13692,6439,7253,0,0,0,0,,,,,,,,,17000,,,,,,,,,,,,,,19693.30938,7425.174946,13194.56712,,,,,757.0369263,738.0900879,,,,,,,,,,,,
C08,G3C_1,G3,11372.64941,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,227452.9844,,,15102.16211,9533.116211,15784,15783,1,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,17546.93207,15362.07813,17546.79365,,,,,12908.69238,10299.84863,,,,,,,,,,,,
C09,D1_27C_2A_D3,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.228721023,0,15412,0,15412,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,0,6483.004435,6483.004435,,,,,0.104506858,0,,,,,,,,,,,,
C10,D1_30C_3A_D3,D1,0.992941856,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,19.85883713,,,1.671354771,0.529050946,14224,12,14212,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,23093.40169,6955.466159,6969.08084,,,,,1.308459044,0.732792854,,,,,,,,,,,,
C11,G3_27C_2A_D3,G3,101.9322357,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2038.644775,,,107.9624252,95.9327774,13302,1104,12198,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21287.0272,8234.915571,9318.176076,,,,,105.0050049,98.86746979,,,,,,,,,,,,
C12,G3_30C_3A_D3,G3,6.980333328,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,139.6066589,,,8.469836235,5.67762661,16397,97,16300,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21465.0597,8474.789143,8551.635898,,,,,7.712138176,6.296663761,,,,,,,,,,,,
D01,C1A_4,C1,5.981342316,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,119.6268463,,,7.359005451,4.788201809,16564,84,16480,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16619.99232,4890.757,4950.238754,,,,,6.656650543,5.353583336,,,,,,,,,,,,
D02,C1AC_2,C1,556.8692017,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,11137.38379,,,571.9071655,542.0210571,14416,5436,8980,0,0,0,0,,,,,,,,,15000,,,,,,,,,,,,,,16737.95746,5229.502562,9569.122486,,,,,564.5176392,549.2702026,,,,,,,,,,,,
D03,D1A_4,D1,0.807239354,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,16.14478683,,,1.422243118,0.40185526,14579,10,14569,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,21604.01191,6159.3007,6169.894507,,,,,1.091115594,0.57752341,,,,,,,,,,,,
D04,D1C_2,D1,83.2004776,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1664.009521,,,88.16266632,78.25914001,15891,1085,14806,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,21571.18449,6225.705452,7273.458568,,,,,85.72959137,80.67678833,,,,,,,,,,,,
D05,F1A_4,F1,9.030927658,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,180.6185608,,,10.68991566,7.374275684,14908,114,14794,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20681.06608,10474.1742,10552.22529,,,,,9.877057076,8.185405731,,,,,,,,,,,,
D06,F1C_2,F1,1154.324463,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,23086.48828,,,1179.378784,1129.792725,14429,9020,5409,0,0,0,0,,,,,,,,,19500,,,,,,,,,,,,,,20915.06744,10753.74708,17105.89273,,,,,1167.040527,1141.744385,,,,,,,,,,,,
D07,G3A_4,G3,70.55917358,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1411.183472,,,75.29348755,65.84381866,14722,857,13865,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,19997.83526,7287.879388,8027.753874,,,,,72.97225952,68.15102386,,,,,,,,,,,,
D08,G3C_2,G3,7618.608887,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,152372.1719,,,8124.809082,7175.843262,15582,15558,24,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,18753.37308,9876.986003,18739.70132,,,,,7866.697754,7386.79834,,,,,,,,,,,,
D09,D1_27C_2B_D3,D1,0.535472155,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,10.70944309,,,1.043018699,0.227469385,15383,7,15376,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,23698.78125,6895.882629,6903.52875,,,,,0.765953243,0.356673867,,,,,,,,,,,,
D10,D1_30C_3B_D3,D1,1.805908442,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,36.11816788,,,2.652262688,1.162451625,14995,23,14972,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,23009.30664,6803.317038,6828.174508,,,,,2.208689928,1.455423951,,,,,,,,,,,,
D11,G3_27C_2B_D3,G3,7.812494755,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,156.2498932,,,9.548346519,6.30229044,13598,90,13508,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21778.85694,8721.755375,8808.175374,,,,,8.66432476,7.018810749,,,,,,,,,,,,
D12,G3_30C_3B_D3,G3,1.028348804,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,20.56697655,,,1.698445678,0.563186526,14879,13,14866,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21500.00871,7876.474981,7888.378061,,,,,1.341066003,0.76856637,,,,,,,,,,,,
E01,C1A_5,C1,0.509594023,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,10.19188023,,,0.992601693,0.216477692,16164,7,16157,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16842.49456,4714.303375,4719.555623,,,,,0.728933036,0.339437872,,,,,,,,,,,,
E02,C1C_3,C1,57.77851486,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1155.570313,,,61.81494522,53.75588989,16484,790,15694,0,0,0,0,,,,,,,,,15000,,,,,,,,,,,,,,17082.80628,4823.210009,5410.754358,,,,,59.83618927,55.72443771,,,,,,,,,,,,
E03,D1A_5,D1,0.302143335,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,6.042866707,,,0.712502658,0.091163583,15577,4,15573,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,22289.43213,5880.44818,5884.661824,,,,,0.482635468,0.173496321,,,,,,,,,,,,
E04,D1C_3,D1,8.463310242,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,169.2662048,,,10.03178501,6.896923065,15625,112,15513,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,21745.76873,5843.350325,5957.33886,,,,,9.263291359,7.663872719,,,,,,,,,,,,
E05,F1A_5,F1,0.616316199,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,12.32632446,,,1.15423882,0.278997153,15275,8,15267,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,20999.22754,10209.81817,10215.46893,,,,,0.862085283,0.422449976,,,,,,,,,,,,
E06,F1C_3,F1,118.5112457,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2370.224854,,,124.7675171,112.2880783,14474,1387,13087,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,20871.12634,10349.06515,11357.36271,,,,,121.6990738,115.3320541,,,,,,,,,,,,
E07,G3A_5,G3,5.696827412,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,113.9365463,,,7.11149168,4.484371185,15112,73,15039,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,20117.66513,7190.751195,7253.195922,,,,,6.388644218,5.057096481,,,,,,,,,,,,
E08,G3C_3,G3,853.6351929,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,17072.70313,,,872.529541,835.0396118,16133,8324,7809,0,0,0,0,,,,,,,,,17000,,,,,,,,,,,,,,19669.76368,7139.696581,13604.72345,,,,,863.2372437,844.1109619,,,,,,,,,,,,
E09,D1_27C_3A_D3,D1,0.378468901,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,7.569377899,,,0.822568119,0.133055791,15545,5,15540,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,23072.86992,6071.229493,6076.698017,,,,,0.576456606,0.232062697,,,,,,,,,,,,
E10,D1_31C_1A_D3,D1,1.325073838,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,26.50147629,,,2.063397408,0.788394988,15102,17,15085,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,23498.19979,6601.61613,6620.636255,,,,,1.673036218,1.029141188,,,,,,,,,,,,
E11,G3_27C_3A_D3,G3,2.534815073,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,50.69630051,,,3.521621227,1.752558827,14868,32,14836,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21680.21204,7671.409713,7701.560485,,,,,3.008877039,2.113499165,,,,,,,,,,,,
E12,G3_31C_1A_D3,G3,0.439118117,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,8.782361984,,,0.897732377,0.171968386,16078,6,16072,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22831.4401,8360.760919,8366.161098,,,,,0.645560205,0.282260954,,,,,,,,,,,,
F01,C1B_1,C1,4886.325195,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,97726.5,,,5032.777344,4756.103027,17567,17291,276,0,0,0,0,,,,,,,,,15000,,,,,,,,,,,,,,17735.37828,7166.822336,17569.33277,,,,,4958.76709,4818.086426,,,,,,,,,,,,
F02,C1C_4,C1,5.532437325,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,110.6487427,,,6.840229988,4.403783321,17052,80,16972,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,17559.18473,4731.443904,4791.625658,,,,,6.17297411,4.938043594,,,,,,,,,,,,
F03,D1B_1,D1,937.4694824,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,18749.39063,,,957.6834717,917.5969238,16131,8860,7271,0,0,0,0,,,,,,,,,17000,,,,,,,,,,,,,,18656.75946,7317.386935,13545.57121,,,,,947.7393188,927.2884521,,,,,,,,,,,,
F04,D1C_4,D1,0.569926381,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,11.39852715,,,1.067341566,0.257999986,16518,8,16510,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,21680.13721,5779.669875,5787.370792,,,,,0.797190368,0.390654832,,,,,,,,,,,,
F05,F1B_1,F1,5778.908203,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,115578.1641,,,6033.090332,5570.005371,13728,13627,101,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,21551.62836,18390.45211,21528.37087,,,,,5901.734375,5667.702148,,,,,,,,,,,,
F06,F1C_4,F1,11.16027927,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,223.2055817,,,12.98454571,9.33883667,15252,144,15108,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20843.22591,10204.69923,10305.14165,,,,,12.0906744,10.23062038,,,,,,,,,,,,
F07,G3B_1,G3,11394.50781,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,227890.1563,,,15124.02051,9554.973633,16080,16079,1,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,18279.72427,14634.83789,18279.4976,,,,,12930.5498,10321.70703,,,,,,,,,,,,
F08,G3C_4,G3,82.88536835,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1657.707397,,,87.80379486,77.98742676,16111,1096,15015,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,20159.54031,7119.837095,8006.902747,,,,,85.39219666,80.38387299,,,,,,,,,,,,
F09,D1_27C_3B_D3,D1,0.376603156,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,7.532063007,,,0.81851238,0.132399932,15622,5,15617,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,24375.33477,7762.935125,7768.252114,,,,,0.573614597,0.230918765,,,,,,,,,,,,
F10,D1_31C_1B_D3,D1,0.161580905,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,3.231618166,,,0.517621934,0.02447808,14563,2,14561,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22246.73828,6778.90648,6781.030744,,,,,0.310658962,0.070123382,,,,,,,,,,,,
F11,G3_27C_3B_D3,G3,1.543876529,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,30.87753105,,,2.305754185,0.971964955,16013,21,15992,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22650.97619,8690.117901,8708.426651,,,,,1.905436397,1.231335402,,,,,,,,,,,,
F12,G3_31_1B_D3,G3,9.113145828,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,182.2629089,,,10.75167561,7.476894855,15422,119,15303,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21402.11484,8107.81289,8210.395041,,,,,9.94884491,8.278038979,,,,,,,,,,,,
G01,C1B_2,C1,727.4429321,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,14548.8584,,,744.1020508,711.0162964,16630,7669,8961,0,0,0,0,,,,,,,,,15000,,,,,,,,,,,,,,17759.94675,5012.254894,10890.91087,,,,,735.9130249,719.0333252,,,,,,,,,,,,
G02,C1C_5,C1,0.387979597,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,7.759592056,,,0.843242824,0.136399046,15164,5,15159,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,17868.55605,4674.027935,4678.378544,,,,,0.590943873,0.237893924,,,,,,,,,,,,
G03,D1B_2,D1,98.96687317,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1979.337402,,,104.7455139,93.2164917,14043,1133,12910,0,0,0,0,,,,,,,,,19500,,,,,,,,,,,,,,21615.45803,5783.567268,7060.896346,,,,,101.9116058,96.02948761,,,,,,,,,,,,
