Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
15,E09,F1_CONTROL_G3,7,31,G3,3,C,K,29,F1,CONTROL,,4,
15,E10,157ALL_G3,14,27,ALL,1,D,LAST,51,G3,ALL,157,2,
15,E11,G3_CONTROL_C1,3,31,C1,2,E,E,25,G3,CONTROL,,4,
15,E12,G3_CONTROL_F1,7,27,F1,1,D,I,14,G3,CONTROL,,4,D34
15,F01,164ALL_C1,3,27,ALL,2,E,L,43,C1,ALL,164,2,B
15,F02,C1_CONTROL_F1,3,27,F1,1,D,D,18,C1,CONTROL,,4,
15,F03,C1_CONTROL_G3,14,31,G3,1,E,P,25,C1,CONTROL,,4,
15,F04,D1_CONTROL_C1,7,27,C1,2,D,I,4,D1,CONTROL,,4,D9
15,F05,D1_CONTROL_F1,,,F1,,,K,10,D1,CONTROL,,4,
15,F06,D1_CONTROL_G3,3,31,G3,1,D,F,13,D1,CONTROL,,4,
15,F07,161ALL_F1,14,27,ALL,3,B,LAST,55,F1,ALL,161,4,
15,F08,F1_CONTROL_D1,3,31,D1,3,E,E,41,F1,CONTROL,,4,
15,F09,F1_CONTROL_G3,7,31,G3,1,E,K,28,F1,CONTROL,,4,
15,F10,158ALL_G3,14,27,ALL,1,E,LAST,52,G3,ALL,158,2,
15,F11,G3_CONTROL_C1,7,30,C1,1,D,I,36,G3,CONTROL,,4,D84
15,F12,G3_CONTROL_F1,3,27,F1,2,E,D,22,G3,CONTROL,,4,
15,G01,C1_CONTROL_D1,3,27,D1,1,D,D,8,C1,CONTROL,,4,
15,G02,C1_CONTROL_F1,14,30,F1,1,A,C,21,C1,CONTROL,,4,
15,G03,170ALL_C1,3,27,ALL,3,I,N,3,C1,ALL,170,4,B
15,G04,D1_CONTROL_C1,7,27,C1,3,D,I,6,D1,CONTROL,,4,D14
15,G05,D1_CONTROL_F1,7,27,F1,1,D,I,14,D1,CONTROL,,4,D34
15,G06,D1_CONTROL_G3,14,30,G3,2,C,F,46,D1,CONTROL,,4,
15,G07,170ALL_F1,3,27,ALL,3,I,N,3,F1,ALL,170,2,B
15,G08,F1_CONTROL_D1,7,30,D1,2,E,I,45,F1,CONTROL,,4,D105
15,G09,F1_CONTROL_G3,3,31,G3,3,A,B,24,F1,CONTROL,,4,
15,G10,158OR157ALL_G3,,,NA,,,,,G3,CONTROL,158,4,
15,G11,G3_CONTROL_C1,3,31,C1,1,C,E,19,G3,CONTROL,,4,
15,G12,G3_CONTROL_F1,3,27,F1,1,D,D,18,G3,CONTROL,,4,
15,H01,C1_CONTROL_D1,3,27,D1,2,E,D,12,C1,CONTROL,,4,
15,H02,C1_CONTROL_F1,7,31,F1,3,D,B,41,C1,CONTROL,,4,
15,H03,157ALL_D1,14,27,ALL,1,D,LAST,51,D1,ALL,157,4,
15,H04,D1_CONTROL_C1,3,31,C1,3,D,E,28,D1,CONTROL,,4,
15,H05,D1_CONTROL_F1,3,27,F1,2,E,D,22,D1,CONTROL,,4,
15,H06,D1_CONTROL_G3,3,27,ALL,3,I,N,3,F1,ALL,170,4,B
15,H07,F1_CONTROL_D1,3,27,D1,3,D,D,14,F1,CONTROL,,4,
15,H08,F1_CONTROL_D1,7,30,D1,3,C,I,46,F1,CONTROL,,4,D108
15,H09,F1_CONTROL_G3,3,27,G3,2,E,D,31,F1,CONTROL,,4,
15,H10,159ALL_G3,14,27,ALL,2,A,LAST,53,G3,ALL,159,2,
15,H11,G3_CONTROL_D1,3,31,D1,3,D,E,40,G3,CONTROL,,4,
15,H12,G3_CONTROL_F1,14,30,F1,1,A,C,21,G3,CONTROL,,4,
