Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
6,A01,25ALL_G3,7,30,ALL,1,B,K,13,G3,ALL,25,4,
6,A02,25ALL_D1,7,30,ALL,1,B,K,13,D1,ALL,25,4,
6,A03,25ALL_C1,7,30,ALL,1,B,K,13,C1,ALL,25,4,
6,A04,25ALL_F1,7,30,ALL,1,B,K,13,F1,ALL,25,4,
6,A05,33ALL_F1,7,31,ALL,2,B,L,34,F1,ALL,33,4,
6,A06,33ALL_G3,7,31,ALL,2,B,L,34,G3,ALL,33,4,
6,A07,33ALL_D1,7,31,ALL,2,B,L,34,D1,ALL,33,4,
6,A08,33ALL_C1,7,31,ALL,2,B,L,34,C1,ALL,33,4,
6,A09,41ALL_D1,14,27,ALL,1,A,O,13,D1,ALL,41,4,
6,A10,41ALL_F1,14,27,ALL,1,A,O,13,F1,ALL,41,4,
6,A11,41ALL_C1,14,27,ALL,1,A,O,13,C1,ALL,41,4,
6,A12,41ALL_G3,14,27,ALL,1,A,O,13,G3,ALL,41,4,
6,B01,26ALL_G3,7,30,ALL,2,A,K,15,G3,ALL,26,4,
6,B02,26ALL_D1,7,30,ALL,2,A,K,15,D1,ALL,26,4,
6,B03,26ALL_C1,7,30,ALL,2,A,K,15,C1,ALL,26,4,
6,B04,26ALL_F1,7,30,ALL,2,A,K,15,F1,ALL,26,4,
6,B05,34ALL_F1,3,27,ALL,1,C,J,9,F1,ALL,34,4,
6,B06,Contaminated,,,,,,,,,NA,,,
6,B07,34ALL_D1,3,27,ALL,1,C,J,9,D1,ALL,34,4,
6,B08,34ALL_C1,3,27,ALL,1,C,J,9,C1,ALL,34,4,
6,B09,42ALL_D1,14,27,ALL,1,B,P,8,D1,ALL,42,4,
6,B10,42ALL_F1,14,27,ALL,1,B,P,8,F1,ALL,42,4,
6,B11,42ALL_C1,14,27,ALL,1,B,P,8,C1,ALL,42,4,
6,B12,42ALL_G3,14,27,ALL,1,B,P,8,G3,ALL,42,4,
6,C01,27ALL_G3,7,30,ALL,2,B,L,16,G3,ALL,27,4,
6,C02,27ALL_D1,7,30,ALL,2,B,L,16,D1,ALL,27,4,
6,C03,27ALL_C1,7,30,ALL,2,B,L,16,C1,ALL,27,4,
6,C04,27ALL_F1,7,30,ALL,2,B,L,16,F1,ALL,27,4,
6,C05,35ALL_F1,3,27,ALL,1,D,J,10,F1,ALL,35,4,
6,C06,35ALL_G3,3,27,ALL,1,D,J,10,G3,ALL,35,4,
6,C07,35ALL_D1,3,27,ALL,1,D,J,10,D1,ALL,35,4,
6,C08,35ALL_C1,3,27,ALL,1,D,J,10,C1,ALL,35,4,
6,C09,43ALL_D1,14,27,ALL,2,A,P,10,D1,ALL,43,4,
6,C10,43ALL_F1,14,27,ALL,2,A,P,10,F1,ALL,43,4,
6,C11,43ALL_C1,14,27,ALL,2,A,P,10,C1,ALL,43,4,
6,C12,43ALL_G3,14,27,ALL,2,A,P,10,G3,ALL,43,4,
6,D01,28ALL_G3,7,30,ALL,3,A,L,18,G3,ALL,28,4,
6,D02,28ALL_D1,7,30,ALL,3,A,L,18,D1,ALL,28,4,
6,D03,28ALL_C1,7,30,ALL,3,A,L,18,C1,ALL,28,4,
6,D04,28ALL_F1,7,30,ALL,3,A,L,18,F1,ALL,28,4,
6,D05,36ALL_F1,3,27,ALL,2,C,J,14,F1,ALL,36,4,
6,D06,36ALL_G3,3,27,ALL,2,C,J,14,G3,ALL,36,4,
6,D07,36ALL_D1,3,27,ALL,2,C,J,14,D1,ALL,36,4,
6,D08,36ALL_C1,3,27,ALL,2,C,J,14,C1,ALL,36,4,
6,D09,44ALL_D1,14,27,ALL,2,B,O,16,D1,ALL,44,4,
6,D10,44ALL_F1,14,27,ALL,2,B,O,16,F1,ALL,44,4,
6,D11,44ALL_C1,14,27,ALL,2,B,O,16,C1,ALL,44,4,
6,D12,44ALL_G3,14,27,ALL,2,B,O,16,G3,ALL,44,4,
6,E01,29ALL_G3,7,30,ALL,3,B,K,18,G3,ALL,29,4,
6,E02,29ALL_D1,7,30,ALL,3,B,K,18,D1,ALL,29,4,
6,E03,29ALL_C1,7,30,ALL,3,B,K,18,C1,ALL,29,4,
6,E04,29ALL_F1,7,30,ALL,3,B,K,18,F1,ALL,29,4,
6,E05,37ALL_F1,3,27,ALL,2,D,J,15,F1,ALL,37,4,
6,E06,37ALL_G3,3,27,ALL,2,D,J,15,G3,ALL,37,4,
6,E07,37ALL_D1,3,27,ALL,2,D,J,15,D1,ALL,37,4,
6,E08,37ALL_C1,3,27,ALL,2,D,J,15,C1,ALL,37,4,
6,E09,45ALL_D1,14,27,ALL,3,A,O,18,D1,ALL,45,4,
6,E10,45ALL_F1,14,27,ALL,3,A,O,18,F1,ALL,45,4,
6,E11,45ALL_C1,14,27,ALL,3,A,O,18,C1,ALL,45,4,
6,E12,45ALL_G3,14,27,ALL,3,A,O,18,G3,ALL,45,4,
