Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
20,A01,196ALL_G3,3,27,ALL,3,J,M,43,G3,ALL,196,4,B
20,A02,D1_D10,3,27,D1,2,C,D,10,D1,D1,,4,
20,A03,G3_G36,14,27,G3,2,D,G,36,G3,G3,,4,
20,A04,222ALL_C1,3,27,ALL,1,D,K,37,C1,ALL,222,4,
20,A05,222ALL_D1,3,27,ALL,1,D,K,37,D1,ALL,222,4,
20,A06,222ALL_F1,3,27,ALL,1,D,K,37,F1,ALL,222,4,
20,A07,222ALL_G3,3,27,ALL,1,D,K,37,G3,ALL,222,4,
20,A08,230ALL_C1,3,31,ALL,1,E,N,21,C1,ALL,230,4,
20,A09,230ALL_D1,3,31,ALL,1,E,N,21,D1,ALL,230,4,
20,A10,230ALL_F1,3,31,ALL,1,E,N,21,F1,ALL,230,4,
20,A11,230ALL_G3,3,31,ALL,1,E,N,21,G3,ALL,230,4,
20,A12,238ALL_G3,3,31,ALL,1,J,M,23,G3,ALL,238,4,B
20,B01,197ALL_G3,7,30,ALL,3,B,M,47,G3,ALL,197,4,B
20,B02,D1_L1,7,30,D1,3,E,L,1,D1,D1,,4,
20,B03,G3_G44,14,30,G3,3,D,G,44,G3,G3,,4,
20,B04,223ALL_C1,3,27,ALL,3,B,K,46,C1,ALL,223,4,B
20,B05,223ALL_D1,3,27,ALL,3,B,K,46,D1,ALL,223,4,B
20,B06,223ALL_F1,3,27,ALL,3,B,K,46,F1,ALL,223,4,B
20,B07,223ALL_G3,3,27,ALL,3,B,K,46,G3,ALL,223,4,B
20,B08,231ALL_C1,3,30,ALL,3,I,N,18,C1,ALL,231,4,B
20,B09,231ALL_D1,3,27,ALL,3,B,N,18,D1,ALL,231,4,B
20,B10,231ALL_F1,3,27,ALL,3,B,N,18,F1,ALL,231,4,B
20,B11,231ALL_G3,3,27,ALL,3,B,N,18,G3,ALL,231,4,B
20,B12,238ALL_F1,3,31,ALL,1,J,M,23,F1,ALL,238,4,B
20,C01,198ALL_G3,7,30,ALL,3,C,B,282,G3,ALL,198,4,B
20,C02,D1_I12,7,27,D1,3,D,I,12,D1,D1,,4,
20,C03,G3_I47,14,31,G3,1,D,I,47,G3,G3,,4,
20,C04,224ALL_C1,3,27,ALL,3,E,N,1,C1,ALL,224,4,B
20,C05,224ALL_D1,3,27,ALL,3,E,N,1,D1,ALL,224,4,B
20,C06,224ALL_F1,3,27,ALL,3,E,N,1,F1,ALL,224,4,B
20,C07,224ALL_G3,3,27,ALL,3,E,N,1,G3,ALL,224,4,B
20,C08,232ALL_C1,3,30,ALL,1,G,N,7,C1,ALL,232,4,B
